batsman,bowler,P0,P1,P2,P3,P4,P6,p_not_out
AA Jhunjhunwala,DP Nannes,0.33,0.33,0.0,0.0,0.33,0.0,
AA Jhunjhunwala,DS Kulkarni,0.46,0.31,0.0,0.0,0.15,0.08,
AA Jhunjhunwala,DW Steyn,1.0,0.0,0.0,0.0,0.0,0.0,
AA Jhunjhunwala,Harbhajan Singh,0.29,0.71,0.0,0.0,0.0,0.0,
AA Jhunjhunwala,Harmeet Singh,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AA Jhunjhunwala,I Sharma,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AA Jhunjhunwala,JA Morkel,0.0,0.33,0.33,0.0,0.33,0.0,
AA Jhunjhunwala,JH Kallis,0.67,0.08,0.17,0.0,0.08,0.0,0.92
AA Jhunjhunwala,KA Pollard,1.0,0.0,0.0,0.0,0.0,0.0,0.5
AA Jhunjhunwala,M Kartik,0.35,0.41,0.12,0.0,0.12,0.0,
AA Jhunjhunwala,M Morkel,1.0,0.0,0.0,0.0,0.0,0.0,0.5
AA Jhunjhunwala,M Muralitharan,0.5,0.0,0.0,0.0,0.0,0.5,
AA Jhunjhunwala,MF Maharoof,0.25,0.25,0.5,0.0,0.0,0.0,
AA Jhunjhunwala,MM Patel,1.0,0.0,0.0,0.0,0.0,0.0,
AA Jhunjhunwala,P Awana,0.33,0.67,0.0,0.0,0.0,0.0,
AA Jhunjhunwala,P Kumar,0.8,0.2,0.0,0.0,0.0,0.0,
AA Jhunjhunwala,PJ Sangwan,0.57,0.36,0.0,0.0,0.07,0.0,
AA Jhunjhunwala,PP Chawla,0.33,0.5,0.0,0.17,0.0,0.0,
AA Jhunjhunwala,PP Ojha,0.0,0.5,0.5,0.0,0.0,0.0,
AA Jhunjhunwala,Pankaj Singh,0.5,0.25,0.0,0.0,0.25,0.0,0.75
AA Jhunjhunwala,R McLaren,1.0,0.0,0.0,0.0,0.0,0.0,
AA Jhunjhunwala,R Sathish,0.33,0.67,0.0,0.0,0.0,0.0,
AA Jhunjhunwala,R Vinay Kumar,0.8,0.2,0.0,0.0,0.0,0.0,
AA Jhunjhunwala,RJ Harris,0.5,0.0,0.0,0.0,0.5,0.0,
AA Jhunjhunwala,RP Singh,0.0,0.67,0.33,0.0,0.0,0.0,
AA Jhunjhunwala,RR Powar,0.0,0.67,0.0,0.0,0.0,0.33,
AA Jhunjhunwala,S Ladda,0.47,0.4,0.0,0.0,0.07,0.07,
AA Jhunjhunwala,SE Bond,0.2,0.6,0.0,0.0,0.2,0.0,
AA Jhunjhunwala,SJ Srivastava,1.0,0.0,0.0,0.0,0.0,0.0,0.67
AA Jhunjhunwala,SL Malinga,0.83,0.17,0.0,0.0,0.0,0.0,0.83
AA Jhunjhunwala,ST Jayasuriya,0.14,0.57,0.29,0.0,0.0,0.0,
AA Jhunjhunwala,T Thushara,0.67,0.0,0.0,0.0,0.33,0.0,0.67
AA Jhunjhunwala,UT Yadav,0.75,0.0,0.0,0.0,0.25,0.0,
AA Noffke,AB Agarkar,0.75,0.25,0.0,0.0,0.0,0.0,
AA Noffke,SC Ganguly,0.0,0.75,0.0,0.0,0.25,0.0,
AB Agarkar,A Mishra,0.88,0.12,0.0,0.0,0.0,0.0,
AB Agarkar,A Nehra,0.33,0.33,0.33,0.0,0.0,0.0,
AB Agarkar,A Singh,0.0,0.5,0.5,0.0,0.0,0.0,
AB Agarkar,AB McDonald,0.0,1.0,0.0,0.0,0.0,0.0,
AB Agarkar,DE Bollinger,0.67,0.0,0.0,0.0,0.33,0.0,
AB Agarkar,DJ Bravo,0.25,0.5,0.25,0.0,0.0,0.0,0.75
AB Agarkar,DJ Thornely,0.6,0.4,0.0,0.0,0.0,0.0,
AB Agarkar,DP Nannes,0.33,0.33,0.17,0.0,0.17,0.0,
AB Agarkar,DS Kulkarni,0.33,0.33,0.0,0.0,0.33,0.0,
AB Agarkar,DW Steyn,0.5,0.5,0.0,0.0,0.0,0.0,
AB Agarkar,IK Pathan,0.5,0.5,0.0,0.0,0.0,0.0,
AB Agarkar,J Botha,0.0,1.0,0.0,0.0,0.0,0.0,
AB Agarkar,JH Kallis,0.0,1.0,0.0,0.0,0.0,0.0,
AB Agarkar,Jaskaran Singh,0.0,1.0,0.0,0.0,0.0,0.0,
AB Agarkar,Joginder Sharma,0.33,0.67,0.0,0.0,0.0,0.0,
AB Agarkar,KAJ Roach,0.25,0.25,0.25,0.0,0.25,0.0,
AB Agarkar,Kamran Khan,0.0,1.0,0.0,0.0,0.0,0.0,
AB Agarkar,M Muralitharan,0.25,0.5,0.0,0.0,0.25,0.0,
AB Agarkar,MS Gony,0.5,0.0,0.5,0.0,0.0,0.0,0.5
AB Agarkar,P Amarnath,0.0,0.0,0.5,0.0,0.5,0.0,
AB Agarkar,P Awana,0.0,0.67,0.33,0.0,0.0,0.0,
AB Agarkar,P Kumar,0.3,0.7,0.0,0.0,0.0,0.0,
AB Agarkar,PD Collingwood,0.25,0.0,0.75,0.0,0.0,0.0,0.75
AB Agarkar,PJ Sangwan,0.38,0.12,0.12,0.0,0.25,0.12,0.88
AB Agarkar,R Ashwin,0.75,0.25,0.0,0.0,0.0,0.0,0.75
AB Agarkar,R Bhatia,0.14,0.43,0.14,0.0,0.14,0.14,
AB Agarkar,R Vinay Kumar,0.33,0.33,0.33,0.0,0.0,0.0,
AB Agarkar,RA Jadeja,0.5,0.5,0.0,0.0,0.0,0.0,
AB Agarkar,RE van der Merwe,0.0,1.0,0.0,0.0,0.0,0.0,
AB Agarkar,RP Singh,0.5,0.0,0.0,0.0,0.0,0.5,
AB Agarkar,RR Raje,0.33,0.33,0.0,0.0,0.33,0.0,
AB Agarkar,SB Styris,0.0,1.0,0.0,0.0,0.0,0.0,
AB Agarkar,SK Warne,0.2,0.8,0.0,0.0,0.0,0.0,
AB Agarkar,SL Malinga,0.5,0.5,0.0,0.0,0.0,0.0,
AB Agarkar,SR Watson,0.56,0.22,0.0,0.0,0.11,0.11,0.89
AB Agarkar,ST Jayasuriya,0.83,0.17,0.0,0.0,0.0,0.0,0.83
AB Agarkar,Sohail Tanvir,0.5,0.12,0.12,0.0,0.12,0.12,
AB Agarkar,T Henderson,0.5,0.5,0.0,0.0,0.0,0.0,
AB Agarkar,TM Dilshan,0.0,1.0,0.0,0.0,0.0,0.0,
AB Agarkar,UT Yadav,0.0,1.0,0.0,0.0,0.0,0.0,
AB Barath,A Symonds,0.0,1.0,0.0,0.0,0.0,0.0,
AB Barath,DL Vettori,0.75,0.25,0.0,0.0,0.0,0.0,
AB Barath,Harbhajan Singh,0.29,0.43,0.0,0.0,0.14,0.14,
AB Barath,JP Duminy,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AB Barath,PD Collingwood,0.0,1.0,0.0,0.0,0.0,0.0,
AB Barath,PP Ojha,0.8,0.2,0.0,0.0,0.0,0.0,0.8
AB Barath,R McLaren,0.57,0.43,0.0,0.0,0.0,0.0,
AB Barath,R Sathish,0.38,0.38,0.12,0.0,0.12,0.0,
AB Barath,RG Sharma,0.5,0.25,0.0,0.0,0.25,0.0,
AB Barath,SL Malinga,0.5,0.0,0.0,0.0,0.5,0.0,
AB Barath,Z Khan,0.67,0.0,0.0,0.0,0.33,0.0,
AB Dinda,A Mishra,0.33,0.67,0.0,0.0,0.0,0.0,0.0
AB Dinda,AD Mascarenhas,0.0,1.0,0.0,0.0,0.0,0.0,
AB Dinda,CH Gayle,0.4,0.4,0.0,0.0,0.2,0.0,
AB Dinda,DJ Bravo,0.0,1.0,0.0,0.0,0.0,0.0,
AB Dinda,DJ Thornely,0.0,1.0,0.0,0.0,0.0,0.0,
AB Dinda,DW Steyn,1.0,0.0,0.0,0.0,0.0,0.0,0.5
AB Dinda,Harbhajan Singh,1.0,0.0,0.0,0.0,0.0,0.0,
AB Dinda,KA Pollard,0.5,0.5,0.0,0.0,0.0,0.0,
AB Dinda,MG Johnson,0.6,0.4,0.0,0.0,0.0,0.0,
AB Dinda,P Awana,0.75,0.25,0.0,0.0,0.0,0.0,
AB Dinda,PJ Cummins,1.0,0.0,0.0,0.0,0.0,0.0,
AB Dinda,PV Tambe,1.0,0.0,0.0,0.0,0.0,0.0,0.67
AB Dinda,R Vinay Kumar,1.0,0.0,0.0,0.0,0.0,0.0,
AB Dinda,RP Singh,0.33,0.33,0.33,0.0,0.0,0.0,0.67
AB Dinda,SL Malinga,0.83,0.17,0.0,0.0,0.0,0.0,0.67
AB Dinda,SR Watson,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AB Dinda,Sohail Tanvir,0.5,0.5,0.0,0.0,0.0,0.0,
AB Dinda,Z Khan,0.6,0.2,0.0,0.0,0.2,0.0,
AB McDonald,A Kumble,0.5,0.5,0.0,0.0,0.0,0.0,0.5
AB McDonald,AG Murtaza,0.17,0.83,0.0,0.0,0.0,0.0,
AB McDonald,Azhar Mahmood,0.33,0.33,0.0,0.0,0.33,0.0,0.67
AB McDonald,CRD Fernando,0.0,1.0,0.0,0.0,0.0,0.0,
AB McDonald,DAJ Bracewell,0.8,0.0,0.0,0.0,0.0,0.2,
AB McDonald,DE Bollinger,0.5,0.0,0.5,0.0,0.0,0.0,0.5
AB McDonald,DJ Bravo,0.22,0.22,0.44,0.0,0.0,0.11,
AB McDonald,DJ Hussey,0.5,0.5,0.0,0.0,0.0,0.0,
AB McDonald,DW Steyn,0.0,0.33,0.0,0.33,0.33,0.0,
AB McDonald,Harbhajan Singh,0.38,0.5,0.12,0.0,0.0,0.0,
AB McDonald,IK Pathan,0.29,0.14,0.0,0.0,0.43,0.14,
AB McDonald,JA Morkel,0.0,1.0,0.0,0.0,0.0,0.0,
AB McDonald,KA Pollard,0.33,0.5,0.17,0.0,0.0,0.0,
AB McDonald,M Morkel,0.67,0.0,0.0,0.0,0.33,0.0,0.67
AB McDonald,P Awana,0.43,0.43,0.0,0.0,0.14,0.0,
AB McDonald,P Kumar,0.67,0.11,0.11,0.0,0.0,0.11,
AB McDonald,PP Chawla,0.0,1.0,0.0,0.0,0.0,0.0,
AB McDonald,R Vinay Kumar,0.5,0.5,0.0,0.0,0.0,0.0,
AB McDonald,RE van der Merwe,0.0,1.0,0.0,0.0,0.0,0.0,
AB McDonald,S Nadeem,1.0,0.0,0.0,0.0,0.0,0.0,0.5
AB McDonald,SK Trivedi,0.2,0.4,0.2,0.0,0.2,0.0,
AB McDonald,SW Tait,0.25,0.5,0.0,0.0,0.25,0.0,
AB McDonald,UT Yadav,0.75,0.25,0.0,0.0,0.0,0.0,
AB de Villiers,A Ashish Reddy,0.17,0.33,0.11,0.0,0.17,0.22,
AB de Villiers,A Chandila,0.18,0.36,0.09,0.0,0.18,0.18,
AB de Villiers,A Flintoff,0.0,0.5,0.08,0.0,0.17,0.25,
AB de Villiers,A Kumble,0.32,0.51,0.12,0.0,0.05,0.0,
AB de Villiers,A Mishra,0.47,0.47,0.07,0.0,0.0,0.0,0.93
AB de Villiers,A Nehra,0.38,0.24,0.0,0.0,0.21,0.17,0.93
AB de Villiers,A Singh,0.14,0.43,0.29,0.0,0.14,0.0,
AB de Villiers,A Symonds,0.33,0.42,0.17,0.0,0.0,0.08,
AB de Villiers,A Uniyal,0.0,1.0,0.0,0.0,0.0,0.0,
AB de Villiers,A Zampa,0.67,0.33,0.0,0.0,0.0,0.0,0.67
AB de Villiers,AB Agarkar,0.6,0.0,0.2,0.0,0.2,0.0,
AB de Villiers,AB Dinda,0.11,0.33,0.06,0.0,0.33,0.17,
AB de Villiers,AC Thomas,0.17,0.33,0.17,0.0,0.17,0.17,0.83
AB de Villiers,AD Mascarenhas,0.46,0.46,0.08,0.0,0.0,0.0,0.92
AB de Villiers,AD Mathews,0.33,0.33,0.0,0.0,0.0,0.33,
AB de Villiers,AD Russell,0.5,0.25,0.0,0.0,0.25,0.0,
AB de Villiers,AG Murtaza,0.44,0.44,0.0,0.0,0.06,0.06,0.94
AB de Villiers,AJ Tye,1.0,0.0,0.0,0.0,0.0,0.0,
AB de Villiers,AN Ahmed,0.38,0.5,0.0,0.0,0.0,0.12,
AB de Villiers,AR Patel,0.32,0.47,0.09,0.0,0.09,0.03,0.97
AB de Villiers,AS Rajpoot,0.25,0.25,0.12,0.0,0.38,0.0,
AB de Villiers,AS Raut,0.2,0.4,0.0,0.0,0.4,0.0,
AB de Villiers,Anand Rajan,0.14,0.43,0.0,0.0,0.29,0.14,
AB de Villiers,Ankit Sharma,0.15,0.55,0.05,0.0,0.1,0.15,
AB de Villiers,Ankit Soni,0.4,0.6,0.0,0.0,0.0,0.0,
AB de Villiers,Anureet Singh,0.33,0.44,0.11,0.0,0.11,0.0,
AB de Villiers,Azhar Mahmood,0.47,0.24,0.12,0.0,0.18,0.0,0.94
AB de Villiers,B Akhil,0.21,0.57,0.14,0.0,0.07,0.0,
AB de Villiers,B Kumar,0.32,0.39,0.03,0.0,0.23,0.03,0.97
AB de Villiers,B Lee,0.33,0.33,0.0,0.0,0.33,0.0,
AB de Villiers,BA Stokes,0.6,0.4,0.0,0.0,0.0,0.0,
AB de Villiers,BAW Mendis,0.25,0.5,0.0,0.0,0.25,0.0,
AB de Villiers,BB Sran,0.41,0.29,0.18,0.0,0.12,0.0,0.94
AB de Villiers,Basil Thampi,1.0,0.0,0.0,0.0,0.0,0.0,
AB de Villiers,Bipul Sharma,0.2,0.8,0.0,0.0,0.0,0.0,0.8
AB de Villiers,CH Morris,0.32,0.09,0.23,0.0,0.23,0.14,
AB de Villiers,CL White,0.5,0.5,0.0,0.0,0.0,0.0,0.5
AB de Villiers,CR Brathwaite,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AB de Villiers,CR Woakes,0.5,0.0,0.25,0.0,0.25,0.0,
AB de Villiers,DAJ Bracewell,0.22,0.44,0.11,0.0,0.11,0.11,
AB de Villiers,DE Bollinger,0.25,0.25,0.0,0.0,0.5,0.0,
AB de Villiers,DJ Bravo,0.3,0.39,0.09,0.0,0.18,0.05,0.98
AB de Villiers,DJ Hooda,0.0,0.0,0.0,0.0,1.0,0.0,
AB de Villiers,DJ Hussey,0.38,0.23,0.15,0.0,0.08,0.15,0.92
AB de Villiers,DJG Sammy,0.0,0.36,0.18,0.0,0.18,0.27,
AB de Villiers,DL Chahar,0.0,1.0,0.0,0.0,0.0,0.0,
AB de Villiers,DP Nannes,0.29,0.14,0.14,0.14,0.29,0.0,0.86
AB de Villiers,DR Smith,0.19,0.5,0.0,0.0,0.25,0.06,0.94
AB de Villiers,DS Kulkarni,0.34,0.42,0.05,0.0,0.16,0.03,0.97
AB de Villiers,DT Christian,0.67,0.33,0.0,0.0,0.0,0.0,
AB de Villiers,DW Steyn,0.26,0.26,0.09,0.04,0.13,0.22,0.96
AB de Villiers,GB Hogg,0.22,0.56,0.0,0.22,0.0,0.0,
AB de Villiers,GJ Maxwell,0.3,0.5,0.0,0.0,0.1,0.1,
AB de Villiers,HH Pandya,0.05,0.55,0.0,0.0,0.3,0.1,
AB de Villiers,Harbhajan Singh,0.35,0.47,0.03,0.0,0.12,0.03,0.99
AB de Villiers,Harmeet Singh,0.26,0.42,0.16,0.0,0.16,0.0,
AB de Villiers,I Sharma,0.41,0.45,0.0,0.0,0.05,0.09,
AB de Villiers,IC Pandey,0.65,0.06,0.0,0.0,0.24,0.06,0.94
AB de Villiers,IK Pathan,0.39,0.3,0.09,0.0,0.16,0.07,
AB de Villiers,Imran Tahir,0.17,0.58,0.17,0.0,0.0,0.08,
AB de Villiers,Iqbal Abdulla,0.33,0.5,0.0,0.0,0.17,0.0,
AB de Villiers,J Botha,0.12,0.75,0.0,0.0,0.12,0.0,
AB de Villiers,J Suchith,0.18,0.27,0.09,0.0,0.45,0.0,
AB de Villiers,JA Morkel,0.38,0.34,0.14,0.0,0.1,0.03,0.9
AB de Villiers,JD Ryder,0.0,0.75,0.0,0.0,0.0,0.25,
AB de Villiers,JD Unadkat,0.8,0.1,0.0,0.0,0.0,0.1,
AB de Villiers,JEC Franklin,0.0,0.75,0.0,0.0,0.25,0.0,
AB de Villiers,JH Kallis,0.38,0.48,0.1,0.0,0.05,0.0,0.98
AB de Villiers,JJ Bumrah,0.38,0.38,0.11,0.0,0.03,0.11,0.94
AB de Villiers,JP Duminy,0.31,0.56,0.06,0.0,0.06,0.0,
AB de Villiers,JP Faulkner,0.23,0.33,0.13,0.0,0.17,0.13,0.97
AB de Villiers,Joginder Sharma,0.14,0.86,0.0,0.0,0.0,0.0,
AB de Villiers,KA Pollard,0.38,0.56,0.0,0.0,0.06,0.0,0.88
AB de Villiers,KC Cariappa,0.09,0.55,0.09,0.0,0.18,0.09,0.91
AB de Villiers,KH Pandya,0.41,0.5,0.0,0.0,0.03,0.06,0.82
AB de Villiers,KJ Abbott,1.0,0.0,0.0,0.0,0.0,0.0,0.5
AB de Villiers,KK Cooper,0.25,0.38,0.0,0.0,0.25,0.12,
AB de Villiers,KP Appanna,0.12,0.62,0.25,0.0,0.0,0.0,0.88
AB de Villiers,KV Sharma,0.34,0.59,0.0,0.0,0.0,0.07,
AB de Villiers,KW Richardson,0.17,0.33,0.17,0.0,0.17,0.17,0.83
AB de Villiers,Kamran Khan,0.67,0.22,0.0,0.0,0.11,0.0,
AB de Villiers,Karanveer Singh,0.14,0.43,0.0,0.0,0.0,0.43,
AB de Villiers,L Ablish,0.33,0.67,0.0,0.0,0.0,0.0,
AB de Villiers,L Balaji,0.38,0.31,0.14,0.03,0.03,0.1,0.9
AB de Villiers,LH Ferguson,0.67,0.33,0.0,0.0,0.0,0.0,
AB de Villiers,M Ashwin,0.12,0.25,0.12,0.0,0.25,0.25,
AB de Villiers,M Kartik,0.43,0.43,0.07,0.0,0.07,0.0,
AB de Villiers,M Morkel,0.35,0.47,0.0,0.0,0.12,0.06,
AB de Villiers,M Muralitharan,0.32,0.39,0.21,0.0,0.04,0.04,
AB de Villiers,M Ntini,0.33,0.33,0.33,0.0,0.0,0.0,
AB de Villiers,MC Henriques,0.1,0.59,0.07,0.0,0.17,0.07,0.97
AB de Villiers,MG Johnson,0.25,0.5,0.17,0.0,0.08,0.0,
AB de Villiers,MG Neser,0.2,0.2,0.1,0.0,0.3,0.2,
AB de Villiers,MJ McClenaghan,0.22,0.26,0.09,0.0,0.35,0.09,
AB de Villiers,MM Patel,0.29,0.46,0.11,0.0,0.11,0.04,
AB de Villiers,MM Sharma,0.31,0.12,0.19,0.0,0.12,0.25,0.83
AB de Villiers,MP Stoinis,0.2,0.53,0.07,0.0,0.07,0.13,
AB de Villiers,MR Marsh,0.25,0.0,0.0,0.0,0.25,0.5,0.75
AB de Villiers,MS Gony,0.29,0.33,0.17,0.0,0.12,0.08,0.96
AB de Villiers,Mohammed Shami,0.6,0.2,0.0,0.0,0.0,0.2,
AB de Villiers,Mustafizur Rahman,0.5,0.42,0.08,0.0,0.0,0.0,0.92
AB de Villiers,NLTC Perera,0.17,0.67,0.17,0.0,0.0,0.0,0.83
AB de Villiers,NM Coulter-Nile,0.5,0.0,0.0,0.0,0.5,0.0,
AB de Villiers,P Awana,0.36,0.36,0.0,0.09,0.0,0.18,0.91
AB de Villiers,P Kumar,0.31,0.38,0.0,0.0,0.12,0.19,
AB de Villiers,P Negi,0.3,0.5,0.0,0.0,0.2,0.0,
AB de Villiers,PC Valthaty,0.1,0.6,0.2,0.0,0.1,0.0,
AB de Villiers,PJ Sangwan,0.25,0.5,0.0,0.0,0.25,0.0,
AB de Villiers,PP Chawla,0.45,0.39,0.07,0.0,0.05,0.05,0.91
AB de Villiers,PP Ojha,0.3,0.55,0.0,0.03,0.09,0.03,
AB de Villiers,PV Tambe,0.25,0.44,0.06,0.0,0.19,0.06,0.97
AB de Villiers,Pankaj Singh,0.4,0.6,0.0,0.0,0.0,0.0,
AB de Villiers,Parvez Rasool,0.5,0.5,0.0,0.0,0.0,0.0,
AB de Villiers,R Ashwin,0.4,0.4,0.03,0.0,0.14,0.03,0.94
AB de Villiers,R Bhatia,0.15,0.67,0.07,0.0,0.07,0.04,
AB de Villiers,R Dhawan,0.17,0.67,0.0,0.0,0.17,0.0,0.83
AB de Villiers,R McLaren,0.33,0.33,0.0,0.0,0.0,0.33,
AB de Villiers,R Sharma,0.25,0.67,0.08,0.0,0.0,0.0,0.92
AB de Villiers,R Tewatia,0.25,0.75,0.0,0.0,0.0,0.0,
AB de Villiers,R Vinay Kumar,0.4,0.5,0.05,0.0,0.05,0.0,0.95
AB de Villiers,RA Jadeja,0.34,0.49,0.01,0.0,0.11,0.05,
AB de Villiers,RE van der Merwe,0.2,0.6,0.0,0.0,0.2,0.0,0.8
AB de Villiers,RG Sharma,0.23,0.46,0.15,0.0,0.08,0.08,
AB de Villiers,RJ Harris,0.2,0.4,0.0,0.0,0.4,0.0,
AB de Villiers,RP Singh,0.42,0.33,0.17,0.0,0.08,0.0,0.92
AB de Villiers,RR Powar,0.0,0.33,0.67,0.0,0.0,0.0,
AB de Villiers,RR Raje,0.43,0.29,0.0,0.14,0.14,0.0,
AB de Villiers,RS Bopara,0.25,0.25,0.0,0.0,0.38,0.12,
AB de Villiers,RV Gomez,0.0,0.25,0.0,0.0,0.0,0.75,
AB de Villiers,S Badree,0.0,1.0,0.0,0.0,0.0,0.0,
AB de Villiers,S Kaul,0.14,0.36,0.07,0.0,0.36,0.07,0.93
AB de Villiers,S Kaushik,0.2,0.4,0.0,0.0,0.2,0.2,
AB de Villiers,S Nadeem,0.3,0.52,0.13,0.0,0.04,0.0,
AB de Villiers,S Randiv,0.17,0.58,0.25,0.0,0.0,0.0,
AB de Villiers,S Sreesanth,0.38,0.5,0.0,0.0,0.06,0.06,0.88
AB de Villiers,S Tyagi,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AB de Villiers,SB Jakati,0.3,0.37,0.03,0.07,0.1,0.13,0.93
AB de Villiers,SJ Srivastava,0.4,0.2,0.2,0.0,0.2,0.0,
AB de Villiers,SK Raina,0.0,1.0,0.0,0.0,0.0,0.0,
AB de Villiers,SK Trivedi,0.35,0.35,0.12,0.04,0.08,0.08,0.96
AB de Villiers,SK Warne,0.26,0.47,0.18,0.03,0.05,0.0,0.95
AB de Villiers,SL Malinga,0.35,0.25,0.17,0.0,0.19,0.04,
AB de Villiers,SM Pollock,0.78,0.11,0.11,0.0,0.0,0.0,
AB de Villiers,SMSM Senanayake,0.0,0.67,0.33,0.0,0.0,0.0,
AB de Villiers,SN Thakur,0.33,0.33,0.0,0.0,0.33,0.0,
AB de Villiers,SP Narine,0.45,0.36,0.05,0.0,0.09,0.05,0.95
AB de Villiers,SR Tendulkar,0.17,0.17,0.0,0.0,0.5,0.17,
AB de Villiers,SR Watson,0.46,0.26,0.15,0.0,0.13,0.0,0.98
AB de Villiers,SS Sarkar,0.0,0.0,0.0,0.0,1.0,0.0,
AB de Villiers,STR Binny,0.53,0.27,0.07,0.0,0.07,0.07,
AB de Villiers,SW Tait,0.86,0.14,0.0,0.0,0.0,0.0,
AB de Villiers,Sandeep Sharma,0.27,0.33,0.06,0.0,0.18,0.15,0.94
AB de Villiers,Shakib Al Hasan,0.22,0.44,0.17,0.0,0.06,0.11,
AB de Villiers,Shivam Sharma,0.12,0.62,0.0,0.0,0.0,0.25,
AB de Villiers,Shoaib Ahmed,0.83,0.0,0.0,0.0,0.17,0.0,0.83
AB de Villiers,Shoaib Akhtar,0.67,0.22,0.11,0.0,0.0,0.0,0.89
AB de Villiers,T Natarajan,0.5,0.5,0.0,0.0,0.0,0.0,
AB de Villiers,TA Boult,0.5,0.0,0.0,0.0,0.5,0.0,0.5
AB de Villiers,TG Southee,0.41,0.29,0.12,0.0,0.12,0.06,
AB de Villiers,UT Yadav,0.38,0.31,0.08,0.0,0.12,0.12,
AB de Villiers,V Pratap Singh,0.5,0.5,0.0,0.0,0.0,0.0,
AB de Villiers,VR Aaron,0.3,0.5,0.0,0.0,0.1,0.1,
AB de Villiers,WPUJC Vaas,0.44,0.44,0.0,0.0,0.11,0.0,
AB de Villiers,YA Abdulla,0.0,1.0,0.0,0.0,0.0,0.0,
AB de Villiers,YK Pathan,0.07,0.79,0.0,0.0,0.0,0.14,
AB de Villiers,Yuvraj Singh,0.17,0.67,0.17,0.0,0.0,0.0,
AB de Villiers,Z Khan,0.43,0.29,0.05,0.0,0.24,0.0,0.95
AC Blizzard,AB Agarkar,0.5,0.0,0.0,0.0,0.5,0.0,
AC Blizzard,AC Thomas,0.5,0.25,0.0,0.0,0.25,0.0,0.75
AC Blizzard,B Lee,0.4,0.0,0.1,0.1,0.3,0.1,0.9
AC Blizzard,BA Bhatt,0.0,1.0,0.0,0.0,0.0,0.0,
AC Blizzard,Bipul Sharma,0.0,1.0,0.0,0.0,0.0,0.0,
AC Blizzard,CH Gayle,0.8,0.2,0.0,0.0,0.0,0.0,
AC Blizzard,I Sharma,0.67,0.33,0.0,0.0,0.0,0.0,
AC Blizzard,IK Pathan,0.86,0.14,0.0,0.0,0.0,0.0,0.86
AC Blizzard,Iqbal Abdulla,0.57,0.14,0.0,0.0,0.29,0.0,
AC Blizzard,JP Duminy,1.0,0.0,0.0,0.0,0.0,0.0,0.75
AC Blizzard,M Morkel,0.38,0.08,0.0,0.0,0.54,0.0,
AC Blizzard,P Kumar,0.57,0.0,0.0,0.0,0.43,0.0,0.86
AC Blizzard,R Bhatia,0.25,0.5,0.0,0.0,0.0,0.25,
AC Blizzard,S Aravind,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AC Blizzard,S Nadeem,0.6,0.2,0.2,0.0,0.0,0.0,0.8
AC Blizzard,SB Wagh,0.5,0.5,0.0,0.0,0.0,0.0,
AC Blizzard,Shakib Al Hasan,0.2,0.4,0.0,0.0,0.4,0.0,
AC Blizzard,YK Pathan,0.75,0.25,0.0,0.0,0.0,0.0,
AC Blizzard,Z Khan,0.4,0.2,0.0,0.0,0.4,0.0,
AC Gilchrist,A Chandila,0.56,0.44,0.0,0.0,0.0,0.0,
AC Gilchrist,A Kumble,0.53,0.37,0.0,0.0,0.05,0.05,0.92
AC Gilchrist,A Mishra,0.48,0.3,0.09,0.0,0.03,0.09,0.94
AC Gilchrist,A Mithun,0.42,0.25,0.08,0.08,0.08,0.08,
AC Gilchrist,A Nehra,0.39,0.22,0.04,0.0,0.28,0.07,0.98
AC Gilchrist,A Singh,0.6,0.4,0.0,0.0,0.0,0.0,0.8
AC Gilchrist,AB Agarkar,0.4,0.05,0.05,0.0,0.4,0.1,0.95
AC Gilchrist,AB Dinda,0.45,0.35,0.03,0.03,0.13,0.0,0.94
AC Gilchrist,AC Thomas,0.67,0.33,0.0,0.0,0.0,0.0,0.67
AC Gilchrist,AD Mathews,0.42,0.37,0.11,0.0,0.11,0.0,0.89
AC Gilchrist,AM Nayar,0.2,0.2,0.0,0.0,0.0,0.6,
AC Gilchrist,AP Dole,0.43,0.14,0.0,0.0,0.14,0.29,0.86
AC Gilchrist,AS Rajpoot,0.25,0.25,0.0,0.0,0.5,0.0,
AC Gilchrist,Anand Rajan,0.71,0.0,0.0,0.0,0.14,0.14,
AC Gilchrist,B Akhil,0.33,0.17,0.17,0.0,0.17,0.17,0.92
AC Gilchrist,B Kumar,0.58,0.08,0.0,0.0,0.25,0.08,0.92
AC Gilchrist,B Lee,0.48,0.31,0.03,0.0,0.14,0.03,
AC Gilchrist,BJ Hodge,0.5,0.2,0.1,0.0,0.1,0.1,0.8
AC Gilchrist,BW Hilfenhaus,0.7,0.2,0.0,0.0,0.1,0.0,
AC Gilchrist,CH Gayle,0.36,0.36,0.07,0.0,0.07,0.14,
AC Gilchrist,CK Langeveldt,0.48,0.17,0.09,0.0,0.09,0.17,0.96
AC Gilchrist,CRD Fernando,1.0,0.0,0.0,0.0,0.0,0.0,0.5
